#scalar perturbations for mode k = 7.010000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:cs2_ncdm[0]        
       1.000423307516e+00       2.162478752393e-06      -1.204738821278e+00       1.475245652002e-03       5.412451439951e-09       1.353112859988e-08       1.957622290953e-15       2.706225719976e-09      -9.035541159582e-01       1.475245652002e-03       6.011353040399e-01       6.990615644902e-01      -1.204738821275e+00       1.474921786280e-03       1.970158468209e-04      -9.035541159629e-01       1.475915538126e-03      -1.204746234460e+00       1.474930893761e-03       1.970170548867e-04       3.333333189766e-01 
       1.000428843094e+00       2.162490739979e-06      -1.204738854667e+00       1.475253811244e-03       5.412541381030e-09       1.353135345257e-08       1.957676525991e-15       2.706270690515e-09      -9.035541410006e-01       1.475253811244e-03       6.011353020280e-01       6.990615588649e-01      -1.204738854662e+00       1.474929940142e-03       1.970180238087e-04      -9.035541410090e-01       1.475923708479e-03      -1.204746267861e+00       1.474939047690e-03       1.970192318899e-04       3.333333189765e-01 
       1.000434378671e+00       2.162502727564e-06      -1.204738888057e+00       1.475261970486e-03       5.412631323105e-09       1.353157830776e-08       1.957730762231e-15       2.706315661552e-09      -9.035541660428e-01       1.475261970486e-03       6.011353000161e-01       6.990615532396e-01      -1.204738888049e+00       1.474938094003e-03       1.970202008085e-04      -9.035541660549e-01       1.475931878832e-03      -1.204746301263e+00       1.474947201618e-03       1.970214089052e-04       3.333333189763e-01 
       1.000439914248e+00       2.162514715150e-06      -1.204738921447e+00       1.475270129728e-03       5.412721266177e-09       1.353180316544e-08       1.957784999674e-15       2.706360633088e-09      -9.035541910851e-01       1.475270129728e-03       6.011352980042e-01       6.990615476144e-01      -1.204738921437e+00       1.474946247864e-03       1.970223778203e-04      -9.035541911009e-01       1.475940049184e-03      -1.204746334663e+00       1.474955355546e-03       1.970235859326e-04       3.333333189762e-01 
       1.000445449826e+00       2.162526702736e-06      -1.204738954836e+00       1.475278288969e-03       5.412811210245e-09       1.353202802561e-08       1.957839238319e-15       2.706405605123e-09      -9.035542161272e-01       1.475278288969e-03       6.011352959924e-01       6.990615419891e-01      -1.204738954824e+00       1.474954401724e-03       1.970245548441e-04      -9.035542161468e-01       1.475948219537e-03      -1.204746368064e+00       1.474963509474e-03       1.970257629719e-04       3.333333189760e-01 
       1.000450985403e+00       2.162538690322e-06      -1.204738988226e+00       1.475286448211e-03       5.412901155310e-09       1.353225288827e-08       1.957893478167e-15       2.706450577655e-09      -9.035542411694e-01       1.475286448211e-03       6.011352939805e-01       6.990615363639e-01      -1.204738988211e+00       1.474962555584e-03       1.970267318800e-04      -9.035542411926e-01       1.475956389889e-03      -1.204746401465e+00       1.474971663401e-03       1.970279400233e-04       3.333333189758e-01 
       1.000471105049e+00       2.162582260484e-06      -1.204739109583e+00       1.475316103840e-03       5.413228078628e-09       1.353307019657e-08       1.958090628804e-15       2.706614039314e-09      -9.035543321873e-01       1.475316103840e-03       6.011352866684e-01       6.990615159188e-01      -1.204739109559e+00       1.474992191655e-03       1.970346446502e-04      -9.035543322240e-01       1.475986085904e-03      -1.204746522863e+00       1.475001299716e-03       1.970358528498e-04       3.333333189753e-01 
       1.000491224694e+00       2.162625830649e-06      -1.204739230939e+00       1.475345759466e-03       5.413555015112e-09       1.353388753778e-08       1.958287795329e-15       2.706777507556e-09      -9.035544232045e-01       1.475345759466e-03       6.011352793563e-01       6.990614954741e-01      -1.204739230907e+00       1.475021827721e-03       1.970425575793e-04      -9.035544232547e-01       1.476015781916e-03      -1.204746644260e+00       1.475030936025e-03       1.970437658352e-04       3.333333189747e-01 
       1.000511344340e+00       2.162669400818e-06      -1.204739352295e+00       1.475375415088e-03       5.413881964762e-09       1.353470491190e-08       1.958484977744e-15       2.706940982381e-09      -9.035545142212e-01       1.475375415088e-03       6.011352720444e-01       6.990614750298e-01      -1.204739352254e+00       1.475051463783e-03       1.970504706673e-04      -9.035545142848e-01       1.476045477927e-03      -1.204746765655e+00       1.475060572330e-03       1.970516789793e-04       3.333333189741e-01 
       1.000531463986e+00       2.162712970989e-06      -1.204739473650e+00       1.475405070706e-03       5.414208927577e-09       1.353552231894e-08       1.958682176048e-15       2.707104463789e-09      -9.035546052372e-01       1.475405070706e-03       6.011352647327e-01       6.990614545859e-01      -1.204739473600e+00       1.475081099840e-03       1.970583839143e-04      -9.035546053143e-01       1.476075173935e-03      -1.204746887049e+00       1.475090208629e-03       1.970595922824e-04       3.333333189735e-01 
       1.000551583631e+00       2.162756541164e-06      -1.204739595003e+00       1.475434726320e-03       5.414535903559e-09       1.353633975890e-08       1.958879390243e-15       2.707267951779e-09      -9.035546962525e-01       1.475434726320e-03       6.011352574211e-01       6.990614341424e-01      -1.204739594945e+00       1.475110735893e-03       1.970662973201e-04      -9.035546963432e-01       1.476104869942e-03      -1.204747008442e+00       1.475119844924e-03       1.970675057442e-04       3.333333189729e-01 
       1.000571703277e+00       2.162800111342e-06      -1.204739716356e+00       1.475464381931e-03       5.414862892707e-09       1.353715723177e-08       1.959076620331e-15       2.707431446354e-09      -9.035547872673e-01       1.475464381931e-03       6.011352501096e-01       6.990614136994e-01      -1.204739716289e+00       1.475140371941e-03       1.970742108848e-04      -9.035547873714e-01       1.476134565946e-03      -1.204747129833e+00       1.475149481213e-03       1.970754193649e-04       3.333333189724e-01 
       1.000620116713e+00       2.162904953263e-06      -1.204740008362e+00       1.475535741524e-03       5.415649773065e-09       1.353912443266e-08       1.959551275645e-15       2.707824886533e-09      -9.035550062714e-01       1.475535741524e-03       6.011352325167e-01       6.990613645093e-01      -1.204740008274e+00       1.475211684458e-03       1.970932537632e-04      -9.035550064080e-01       1.476206022743e-03      -1.204747421930e+00       1.475220794308e-03       1.970944623777e-04       3.333333189710e-01 
       1.000668530150e+00       2.163009795203e-06      -1.204740300362e+00       1.475607101095e-03       5.416436729665e-09       1.354109182416e-08       1.960026022996e-15       2.708218364833e-09      -9.035552252718e-01       1.475607101095e-03       6.011352149246e-01       6.990613153217e-01      -1.204740300253e+00       1.475282996948e-03       1.971122975616e-04      -9.035552254409e-01       1.476277479528e-03      -1.204747714019e+00       1.475292107373e-03       1.971135063100e-04       3.333333189696e-01 
       1.000716943586e+00       2.163114637162e-06      -1.204740592358e+00       1.475678460645e-03       5.417223762510e-09       1.354305940628e-08       1.960500862395e-15       2.708611881255e-09      -9.035554442686e-01       1.475678460645e-03       6.011351973332e-01       6.990612661364e-01      -1.204740592228e+00       1.475354309412e-03       1.971313422801e-04      -9.035554444701e-01       1.476348936301e-03      -1.204748006100e+00       1.475363420409e-03       1.971325511620e-04       3.333333189682e-01 
       1.000765357022e+00       2.163219479139e-06      -1.204740884349e+00       1.475749820173e-03       5.418010871604e-09       1.354502717901e-08       1.960975793857e-15       2.709005435802e-09      -9.035556632618e-01       1.475749820173e-03       6.011351797426e-01       6.990612169535e-01      -1.204740884198e+00       1.475425621851e-03       1.971503879187e-04      -9.035556634958e-01       1.476420393062e-03      -1.204748298173e+00       1.475434733415e-03       1.971515969335e-04       3.333333189668e-01 
       1.000813770459e+00       2.163324321135e-06      -1.204741176335e+00       1.475821179679e-03       5.418798056951e-09       1.354699514238e-08       1.961450817395e-15       2.709399028476e-09      -9.035558822514e-01       1.475821179679e-03       6.011351621528e-01       6.990611677729e-01      -1.204741176163e+00       1.475496934263e-03       1.971694344773e-04      -9.035558825178e-01       1.476491849811e-03      -1.204748590238e+00       1.475506046391e-03       1.971706436246e-04       3.333333189654e-01 
       1.000913175029e+00       2.163539587334e-06      -1.204741775838e+00       1.475967698050e-03       5.420414579129e-09       1.355103644782e-08       1.962426445027e-15       2.710207289564e-09      -9.035563318788e-01       1.475967698050e-03       6.011351260390e-01       6.990610668006e-01      -1.204741775624e+00       1.475643355923e-03       1.972085445829e-04      -9.035563322119e-01       1.476638567873e-03      -1.204749189893e+00       1.475652469196e-03       1.972097540005e-04       3.333333189625e-01 
       1.001012579599e+00       2.163754853612e-06      -1.204742375321e+00       1.476114216330e-03       5.422031422821e-09       1.355507855705e-08       1.963402461006e-15       2.711015711410e-09      -9.035567814910e-01       1.476114216330e-03       6.011350899282e-01       6.990609658383e-01      -1.204742375064e+00       1.475789777473e-03       1.972476585672e-04      -9.035567818908e-01       1.476785285883e-03      -1.204749789513e+00       1.475798891873e-03       1.972488682527e-04       3.333333189597e-01 
       1.001111984169e+00       2.163970119968e-06      -1.204742974784e+00       1.476260734520e-03       5.423648588059e-09       1.355912147015e-08       1.964378865448e-15       2.711824294030e-09      -9.035572310879e-01       1.476260734520e-03       6.011350538205e-01       6.990608648859e-01      -1.204742974483e+00       1.475936198914e-03       1.972867764305e-04      -9.035572315544e-01       1.476932003843e-03      -1.204750389097e+00       1.475945314420e-03       1.972879863813e-04       3.333333189568e-01 
       1.001211388740e+00       2.164185386403e-06      -1.204743574226e+00       1.476407252618e-03       5.425266074877e-09       1.356316518719e-08       1.965355658469e-15       2.712633037438e-09      -9.035576806695e-01       1.476407252618e-03       6.011350177158e-01       6.990607639435e-01      -1.204743573882e+00       1.476082620244e-03       1.973258981726e-04      -9.035576812027e-01       1.477078721752e-03      -1.204750988643e+00       1.476091736837e-03       1.973271083860e-04       3.333333189540e-01 
       1.001310793310e+00       2.164400652917e-06      -1.204744173648e+00       1.476553770626e-03       5.426883883305e-09       1.356720970826e-08       1.966332840186e-15       2.713441941652e-09      -9.035581302358e-01       1.476553770626e-03       6.011349816140e-01       6.990606630110e-01      -1.204744173261e+00       1.476229041465e-03       1.973650237935e-04      -9.035581308358e-01       1.477225439609e-03      -1.204751588151e+00       1.476238159122e-03       1.973662342667e-04       3.333333189511e-01 
       1.001410197880e+00       2.164615919510e-06      -1.204744773049e+00       1.476700288544e-03       5.428502013375e-09       1.357125503344e-08       1.967310410713e-15       2.714251006688e-09      -9.035585797870e-01       1.476700288544e-03       6.011349455152e-01       6.990605620885e-01      -1.204744772619e+00       1.476375462575e-03       1.974041532934e-04      -9.035585804537e-01       1.477372157415e-03      -1.204752187621e+00       1.476384581276e-03       1.974053640233e-04       3.333333189482e-01 
       1.001789912032e+00       2.165438214133e-06      -1.204747062508e+00       1.477259969486e-03       5.434686047708e-09       1.358671511927e-08       1.971048200289e-15       2.717343023854e-09      -9.035602968810e-01       1.477259969487e-03       6.011348076480e-01       6.990601766672e-01      -1.204747061914e+00       1.476934773550e-03       1.975536592393e-04      -9.035602978031e-01       1.477932602275e-03      -1.204754477164e+00       1.476943896017e-03       1.975548709214e-04       3.333333189373e-01 
       1.002169626184e+00       2.166260509907e-06      -1.204749351672e+00       1.477819649106e-03       5.440874777550e-09       1.360218694387e-08       1.974791671386e-15       2.720437388775e-09      -9.035620137538e-01       1.477819649106e-03       6.011346698220e-01       6.990597913906e-01      -1.204749350913e+00       1.477494082922e-03       1.977032217834e-04      -9.035620149314e-01       1.478493046390e-03      -1.204756766120e+00       1.477503208798e-03       1.977044343702e-04       3.333333189264e-01 
       1.002549340335e+00       2.167082806831e-06      -1.204751640541e+00       1.478379327402e-03       5.447068204685e-09       1.361767051171e-08       1.978540830484e-15       2.723534102342e-09      -9.035637304059e-01       1.478379327403e-03       6.011345320371e-01       6.990594062583e-01      -1.204751639617e+00       1.478053390689e-03       1.978528409254e-04      -9.035637318394e-01       1.479053489759e-03      -1.204759054492e+00       1.478062519619e-03       1.978540543698e-04       3.333333189154e-01 
       1.002929054487e+00       2.167905104904e-06      -1.204753929118e+00       1.478939004376e-03       5.453266330897e-09       1.363316582724e-08       1.982295684069e-15       2.726633165448e-09      -9.035654468383e-01       1.478939004376e-03       6.011343942945e-01       6.990590212701e-01      -1.204753928029e+00       1.478612696853e-03       1.980025166652e-04      -9.035654485279e-01       1.479613932383e-03      -1.204761342306e+00       1.478621828510e-03       1.980037309237e-04       3.333333189045e-01 
       1.003308768639e+00       2.168727404127e-06      -1.204756217402e+00       1.479498680026e-03       5.459469157970e-09       1.364867289492e-08       1.986056238630e-15       2.729734578985e-09      -9.035671630517e-01       1.479498680027e-03       6.011342565966e-01       6.990586364257e-01      -1.204756216148e+00       1.479172001412e-03       1.981522490026e-04      -9.035671649977e-01       1.480174374262e-03      -1.204763629605e+00       1.479181135524e-03       1.981534640390e-04       3.333333188935e-01 
       1.003688482791e+00       2.169549704500e-06      -1.204758505396e+00       1.480058354354e-03       5.465676687688e-09       1.366419171922e-08       1.989822500662e-15       2.732838343844e-09      -9.035688790470e-01       1.480058354355e-03       6.011341189469e-01       6.990582517249e-01      -1.204758503976e+00       1.479731304368e-03       1.983020379374e-04      -9.035688812497e-01       1.480734815398e-03      -1.204765916458e+00       1.479740440743e-03       1.983032537260e-04       3.333333188826e-01 
       1.004751938516e+00       2.171852706269e-06      -1.204764911784e+00       1.481625812911e-03       5.483087001337e-09       1.370771750334e-08       2.000401006363e-15       2.741543500668e-09      -9.035736838379e-01       1.481625812912e-03       6.011337337347e-01       6.990571750646e-01      -1.204764909899e+00       1.481297721337e-03       1.987218492031e-04      -9.035736867611e-01       1.482304424613e-03      -1.204772319642e+00       1.481306864035e-03       1.987230670981e-04       3.333333188519e-01 
       1.005815394241e+00       2.174155717058e-06      -1.204771315928e+00       1.483193261102e-03       5.500534254674e-09       1.375133563668e-08       2.011024474208e-15       2.750267127337e-09      -9.035784869461e-01       1.483193261102e-03       6.011333490863e-01       6.990560995209e-01      -1.204771313578e+00       1.482864125731e-03       1.991421044004e-04      -9.035784905922e-01       1.483874028006e-03      -1.204778722857e+00       1.482873277547e-03       1.991433247787e-04       3.333333188212e-01 
       1.006878849966e+00       2.176458736865e-06      -1.204777717860e+00       1.484760698931e-03       5.518018486895e-09       1.379504621724e-08       2.021693047502e-15       2.759009243447e-09      -9.035832883953e-01       1.484760698932e-03       6.011329650297e-01       6.990550250857e-01      -1.204777715043e+00       1.484430517555e-03       1.995628035252e-04      -9.035832927665e-01       1.485443625587e-03      -1.204785126718e+00       1.484439682011e-03       1.995640268628e-04       3.333333187904e-01 
       1.007942305691e+00       2.178761765691e-06      -1.204784117611e+00       1.486328126407e-03       5.535539737195e-09       1.383884934299e-08       2.032406869856e-15       2.767769868597e-09      -9.035880882082e-01       1.486328126408e-03       6.011325814149e-01       6.990539517517e-01      -1.204784114324e+00       1.485996896811e-03       1.999839465732e-04      -9.035880933068e-01       1.487013217368e-03      -1.204791528554e+00       1.486006074108e-03       1.999851729007e-04       3.333333187596e-01 
       1.009005761416e+00       2.181064803536e-06      -1.204790515205e+00       1.487895543532e-03       5.553098044766e-09       1.388274511192e-08       2.043166085183e-15       2.776549022383e-09      -9.035928864039e-01       1.487895543533e-03       6.011321981428e-01       6.990528795123e-01      -1.204790511448e+00       1.487563263503e-03       2.004055335403e-04      -9.035928922322e-01       1.488582803358e-03      -1.204797926604e+00       1.487572451637e-03       2.004067625913e-04       3.333333187288e-01 
       1.010069217142e+00       2.183367850401e-06      -1.204796910666e+00       1.489462950312e-03       5.570693448799e-09       1.392673362200e-08       2.053970837701e-15       2.785346724400e-09      -9.035976829992e-01       1.489462950313e-03       6.011318151825e-01       6.990518083620e-01      -1.204796906437e+00       1.489129617632e-03       2.008275644223e-04      -9.035976895595e-01       1.490152383566e-03      -1.204804320345e+00       1.489138813919e-03       2.008287958377e-04       3.333333186979e-01 
       1.011132672867e+00       2.185670906284e-06      -1.204803304014e+00       1.491030346751e-03       5.588325988484e-09       1.397081497121e-08       2.064821271936e-15       2.794162994242e-09      -9.036024780105e-01       1.491030346752e-03       6.011314325709e-01       6.990507382954e-01      -1.204803299312e+00       1.490695959201e-03       2.012500392151e-04      -9.036024853052e-01       1.491721958001e-03      -1.204810710508e+00       1.490705161826e-03       2.012512727521e-04       3.333333186670e-01 
       1.013797989045e+00       2.191443045268e-06      -1.204819318413e+00       1.494958633281e-03       5.632681470262e-09       1.408170367565e-08       2.092217157041e-15       2.816340735131e-09      -9.036144888100e-01       1.494958633283e-03       6.011304758784e-01       6.990480611296e-01      -1.204819312518e+00       1.494621592165e-03       2.023108291408e-04      -9.036144979554e-01       1.495655723296e-03      -1.204826723774e+00       1.494630819151e-03       2.023120691497e-04       3.333333185895e-01 
       1.016463305224e+00       2.197215240905e-06      -1.204835320131e+00       1.498886854966e-03       5.677271080322e-09       1.419317770081e-08       2.119903187879e-15       2.838635540161e-09      -9.036264900986e-01       1.498886854968e-03       6.011295220086e-01       6.990453906243e-01      -1.204835313033e+00       1.498547146290e-03       2.033744073699e-04      -9.036265011092e-01       1.499589452545e-03      -1.204842727849e+00       1.498556401992e-03       2.033756544583e-04       3.333333185117e-01 
       1.019128621402e+00       2.202987493194e-06      -1.204851309592e+00       1.502815011886e-03       5.722095435702e-09       1.430523858926e-08       2.147881665130e-15       2.861047717851e-09      -9.036384821943e-01       1.502815011888e-03       6.011285702222e-01       6.990427266731e-01      -1.204851301282e+00       1.502472621620e-03       2.044407738369e-04      -9.036384950850e-01       1.503523145905e-03      -1.204858710327e+00       1.502481894423e-03       2.044420264443e-04       3.333333184337e-01 
       1.021793937581e+00       2.208759802135e-06      -1.204867287199e+00       1.506743104114e-03       5.767155153432e-09       1.441788788358e-08       2.176154901627e-15       2.883577576716e-09      -9.036504653989e-01       1.506743104117e-03       6.011276215380e-01       6.990400691756e-01      -1.204867277667e+00       1.506398018192e-03       2.055099284761e-04      -9.036504801844e-01       1.507456803526e-03      -1.204874691111e+00       1.506407320777e-03       2.055111883439e-04       3.333333183555e-01 
       1.024459253759e+00       2.214532167729e-06      -1.204883253327e+00       1.510671131722e-03       5.812450850530e-09       1.453112712632e-08       2.204725222389e-15       2.906225425265e-09      -9.036624399954e-01       1.510671131725e-03       6.011266751180e-01       6.990374180373e-01      -1.204883242564e+00       1.510323336038e-03       2.065818712221e-04      -9.036624566905e-01       1.511390425554e-03      -1.204890655752e+00       1.510332662596e-03       2.065831375762e-04       3.333333182772e-01 
       1.027124569938e+00       2.220304589975e-06      -1.204899208342e+00       1.514599094775e-03       5.857983144015e-09       1.464495786004e-08       2.233594964652e-15       2.928991572007e-09      -9.036744062568e-01       1.514599094778e-03       6.011257309732e-01       6.990347731671e-01      -1.204899196339e+00       1.514248575189e-03       2.076566020092e-04      -9.036744248766e-01       1.515324012128e-03      -1.204906605391e+00       1.514257920845e-03       2.076578741973e-04       3.333333181986e-01 
       1.029789886116e+00       2.226077068874e-06      -1.204915152631e+00       1.518526993344e-03       5.903752650924e-09       1.475938162731e-08       2.262766477915e-15       2.951876325462e-09      -9.036863644733e-01       1.518526993347e-03       6.011247898035e-01       6.990321344683e-01      -1.204915139377e+00       1.518173735677e-03       2.087341207720e-04      -9.036863850327e-01       1.519257563394e-03      -1.204922554020e+00       1.518183112660e-03       2.087354004883e-04       3.333333181198e-01 
       1.032818316260e+00       2.232636040187e-06      -1.204933256574e+00       1.522989937801e-03       5.956046319324e-09       1.489011579831e-08       2.296281459791e-15       2.978023159662e-09      -9.036999424305e-01       1.522989937805e-03       6.011237227393e-01       6.990291436528e-01      -1.204933241887e+00       1.522633551774e-03       2.099618206719e-04      -9.036999652122e-01       1.523726966159e-03      -1.204940651858e+00       1.522642950462e-03       2.099631070531e-04       3.333333180300e-01 
