# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
  467       2.801153043520e-10       1.696960143739e-12      -9.622972171296e-12       0.000000000000e+00 
  468       2.816272379122e-10       1.673755915602e-12      -9.628766180054e-12       0.000000000000e+00 
  469       2.831380726213e-10       1.650639116778e-12      -9.629730048737e-12       0.000000000000e+00 
  470       2.846472206988e-10       1.627620345123e-12      -9.625900263509e-12       0.000000000000e+00 
  471       2.861540852479e-10       1.604710338779e-12      -9.617314701840e-12       0.000000000000e+00 
  472       2.876580602095e-10       1.581919976828e-12      -9.604012641228e-12       0.000000000000e+00 
  473       2.891585303151e-10       1.559260279940e-12      -9.586034767917e-12       0.000000000000e+00 
  474       2.906548710404e-10       1.536742411019e-12      -9.563423185613e-12       0.000000000000e+00 
  475       2.921464485591e-10       1.514377675856e-12      -9.536221424204e-12       0.000000000000e+00 
  476       2.936326196958e-10       1.492177523773e-12      -9.504474448483e-12       0.000000000000e+00 
  477       2.951127318797e-10       1.470153548274e-12      -9.468228666856e-12       0.000000000000e+00 
  478       2.965861230982e-10       1.448317487693e-12      -9.427531940072e-12       0.000000000000e+00 
  479       2.980521218501e-10       1.426681225844e-12      -9.382433589935e-12       0.000000000000e+00 
  480       2.995100470991e-10       1.405256792667e-12      -9.332984408023e-12       0.000000000000e+00 
  481       3.009592082272e-10       1.384056364879e-12      -9.279236664408e-12       0.000000000000e+00 
  482       3.023989049884e-10       1.363092266622e-12      -9.221244116374e-12       0.000000000000e+00 
  483       3.038284274618e-10       1.342376970109e-12      -9.159062017135e-12       0.000000000000e+00 
  484       3.052470560051e-10       1.321923096278e-12      -9.092747124557e-12       0.000000000000e+00 
  485       3.066540612085e-10       1.301743415435e-12      -9.022357709869e-12       0.000000000000e+00 
  486       3.080487038474e-10       1.281850847907e-12      -8.947953566390e-12       0.000000000000e+00 
  487       3.094302348363e-10       1.262258464687e-12      -8.869596018241e-12       0.000000000000e+00 
  488       3.107978951824e-10       1.242979488085e-12      -8.787347929067e-12       0.000000000000e+00 
  489       3.121509159386e-10       1.224027292376e-12      -8.701273710757e-12       0.000000000000e+00 
  490       3.134885181571e-10       1.205415404449e-12      -8.611439332156e-12       0.000000000000e+00 
  491       3.148099128431e-10       1.187157504454e-12      -8.517912327791e-12       0.000000000000e+00 
  492       3.161143009078e-10       1.169267426452e-12      -8.420761806585e-12       0.000000000000e+00 
  493       3.174008731222e-10       1.151759159065e-12      -8.320058460577e-12       0.000000000000e+00 
  494       3.186688100705e-10       1.134646846120e-12      -8.215874573641e-12       0.000000000000e+00 
  495       3.199172821034e-10       1.117944787302e-12      -8.108284030203e-12       0.000000000000e+00 
  496       3.211454492914e-10       1.101667438803e-12      -7.997362323961e-12       0.000000000000e+00 
  497       3.223524613789e-10       1.085829413966e-12      -7.883186566602e-12       0.000000000000e+00 
  498       3.235374577367e-10       1.070445483936e-12      -7.765835496523e-12       0.000000000000e+00 
  499       3.246995673163e-10       1.055530578313e-12      -7.645389487546e-12       0.000000000000e+00 
  500       3.258379086027e-10       1.041099785792e-12      -7.521930557640e-12       0.000000000000e+00 
  501       3.269515895684e-10       1.027168354818e-12      -7.395542377638e-12       0.000000000000e+00 
  502       3.280397076264e-10       1.013751694234e-12      -7.266310279956e-12       0.000000000000e+00 
  503       3.291013495838e-10       1.000865373928e-12      -7.134321267309e-12       0.000000000000e+00 
  504       3.301355915953e-10       9.885251254787e-13      -6.999664021433e-12       0.000000000000e+00 
  505       3.311416337805e-10       9.767449577866e-13      -6.862426150064e-12       0.000000000000e+00 
  506       3.321192084365e-10       9.655314429152e-13      -6.722685822935e-12       0.000000000000e+00 
  507       3.330681834936e-10       9.548892669048e-13      -6.580519912005e-12       0.000000000000e+00 
  508       3.339884289318e-10       9.448230996740e-13      -6.436006738809e-12       0.000000000000e+00 
  509       3.348798167975e-10       9.353375947832e-13      -6.289226081880e-12       0.000000000000e+00 
  510       3.357422212199e-10       9.264373891979e-13      -6.140259184170e-12       0.000000000000e+00 
  511       3.365755184280e-10       9.181271030521e-13      -5.989188760471e-12       0.000000000000e+00 
  512       3.373795867671e-10       9.104113394118e-13      -5.836099004840e-12       0.000000000000e+00 
  513       3.381543067154e-10       9.032946840379e-13      -5.681075598016e-12       0.000000000000e+00 
  514       3.388995609008e-10       8.967817051504e-13      -5.524205714842e-12       0.000000000000e+00 
  515       3.396152341179e-10       8.908769531909e-13      -5.365578031691e-12       0.000000000000e+00 
  516       3.403012133441e-10       8.855849605867e-13      -5.205282733884e-12       0.000000000000e+00 
  517       3.409573877564e-10       8.809102415136e-13      -5.043411523111e-12       0.000000000000e+00 
  518       3.415836487487e-10       8.768572916597e-13      -4.880057624855e-12       0.000000000000e+00 
  519       3.421798899475e-10       8.734305879885e-13      -4.715315795813e-12       0.000000000000e+00 
  520       3.427460072295e-10       8.706345885025e-13      -4.549282331316e-12       0.000000000000e+00 
  521       3.432818987376e-10       8.684737320064e-13      -4.382055072752e-12       0.000000000000e+00 
  522       3.437874648981e-10       8.669524378706e-13      -4.213733414986e-12       0.000000000000e+00 
  523       3.442626084370e-10       8.660751057943e-13      -4.044418313785e-12       0.000000000000e+00 
  524       3.447072343967e-10       8.658461155694e-13      -3.874212293236e-12       0.000000000000e+00 
  525       3.451212501532e-10       8.662698268434e-13      -3.703219453170e-12       0.000000000000e+00 
  526       3.455045654320e-10       8.673505788828e-13      -3.531545476581e-12       0.000000000000e+00 
  527       3.458570923254e-10       8.690926903370e-13      -3.359297637049e-12       0.000000000000e+00 
  528       3.461787453088e-10       8.715004590009e-13      -3.186584806165e-12       0.000000000000e+00 
  529       3.464694412578e-10       8.745781615789e-13      -3.013517460945e-12       0.000000000000e+00 
  530       3.467290994643e-10       8.783300534481e-13      -2.840207691258e-12       0.000000000000e+00 
  531       3.469576416538e-10       8.827603684213e-13      -2.666769207246e-12       0.000000000000e+00 
  532       3.471549920015e-10       8.878733185111e-13      -2.493317346743e-12       0.000000000000e+00 
  533       3.473210771496e-10       8.936730936926e-13      -2.319969082701e-12       0.000000000000e+00 
  534       3.474558262233e-10       9.001638616672e-13      -2.146843030607e-12       0.000000000000e+00 
  535       3.475591708482e-10       9.073497676257e-13      -1.974059455909e-12       0.000000000000e+00 
  536       3.476310451663e-10       9.152349340119e-13      -1.801740281433e-12       0.000000000000e+00 
  537       3.476713858532e-10       9.238234602859e-13      -1.630009094809e-12       0.000000000000e+00 
  538       3.476801321344e-10       9.331194226873e-13      -1.458991155889e-12       0.000000000000e+00 
  539       3.476572258025e-10       9.431268739989e-13      -1.288813404171e-12       0.000000000000e+00 
  540       3.476026112332e-10       9.538498433099e-13      -1.119604466219e-12       0.000000000000e+00 
  541       3.475162354025e-10       9.652923357791e-13      -9.514946630863e-13       0.000000000000e+00 
  542       3.473980479032e-10       9.774583323987e-13      -7.846160177346e-13       0.000000000000e+00 
  543       3.472480009616e-10       9.903517897574e-13      -6.191022624582e-13       0.000000000000e+00 
  544       3.470661119736e-10       1.003975121132e-12      -4.550765731966e-13       0.000000000000e+00 
  545       3.468526529185e-10       1.018324595569e-12      -2.926143966611e-13       0.000000000000e+00 
  546       3.466079660470e-10       1.033394815219e-12      -1.317796431387e-13       0.000000000000e+00 
  547       3.463324018615e-10       1.049180222022e-12       2.736312794182e-14       0.000000000000e+00 
  548       3.460263191588e-10       1.065675096857e-12       1.847487055554e-13       0.000000000000e+00 
  549       3.456900850714e-10       1.082873558688e-12       3.403112246271e-13       0.000000000000e+00 
  550       3.453240751102e-10       1.100769563714e-12       4.939841635777e-13       0.000000000000e+00 
  551       3.449286732059e-10       1.119356904518e-12       6.457003418698e-13       0.000000000000e+00 
  552       3.445042717512e-10       1.138629209216e-12       7.953919175539e-13       0.000000000000e+00 
  553       3.440512716430e-10       1.158579940605e-12       9.429903848140e-13       0.000000000000e+00 
  554       3.435700823240e-10       1.179202395312e-12       1.088426571514e-12       0.000000000000e+00 
  555       3.430611218250e-10       1.200489702943e-12       1.231630636743e-12       0.000000000000e+00 
  556       3.425248168066e-10       1.222434825230e-12       1.372532068362e-12       0.000000000000e+00 
  557       3.419616026015e-10       1.245030555181e-12       1.511059680549e-12       0.000000000000e+00 
  558       3.413719232563e-10       1.268269516231e-12       1.647141611347e-12       0.000000000000e+00 
  559       3.407562315734e-10       1.292144161387e-12       1.780705320205e-12       0.000000000000e+00 
  560       3.401149891534e-10       1.316646772376e-12       1.911677585532e-12       0.000000000000e+00 
  561       3.394486664365e-10       1.341769458800e-12       2.039984502234e-12       0.000000000000e+00 
  562       3.387577427450e-10       1.367504157277e-12       2.165551479267e-12       0.000000000000e+00 
  563       3.380427063249e-10       1.393842630594e-12       2.288303237179e-12       0.000000000000e+00 
  564       3.373040543882e-10       1.420776466855e-12       2.408163805657e-12       0.000000000000e+00 
  565       3.365422931547e-10       1.448297078632e-12       2.525056521073e-12       0.000000000000e+00 
  566       3.357579378940e-10       1.476395702106e-12       2.638904024031e-12       0.000000000000e+00 
  567       3.349515129676e-10       1.505063396226e-12       2.749628256911e-12       0.000000000000e+00 
  568       3.341235518706e-10       1.534291041850e-12       2.857150461417e-12       0.000000000000e+00 
  569       3.332745972743e-10       1.564069340897e-12       2.961391176120e-12       0.000000000000e+00 
  570       3.324052010674e-10       1.594388815495e-12       3.062270234008e-12       0.000000000000e+00 
  571       3.315159243985e-10       1.625239807129e-12       3.159706760027e-12       0.000000000000e+00 
  572       3.306073377181e-10       1.656612475792e-12       3.253619168633e-12       0.000000000000e+00 
  573       3.296800208202e-10       1.688496799130e-12       3.343925161332e-12       0.000000000000e+00 
  574       3.287345628848e-10       1.720882571596e-12       3.430541724230e-12       0.000000000000e+00 
  575       3.277715625193e-10       1.753759403592e-12       3.513385125576e-12       0.000000000000e+00 
  576       3.267916278011e-10       1.787116720623e-12       3.592370913312e-12       0.000000000000e+00 
  577       3.257953763192e-10       1.820943762444e-12       3.667413912614e-12       0.000000000000e+00 
  578       3.247834352163e-10       1.855229582209e-12       3.738428223442e-12       0.000000000000e+00 
  579       3.237564412306e-10       1.889963045616e-12       3.805327218083e-12       0.000000000000e+00 
  580       3.227150407382e-10       1.925132830064e-12       3.868023538699e-12       0.000000000000e+00 
  581       3.216598897947e-10       1.960727423793e-12       3.926429094873e-12       0.000000000000e+00 
  582       3.205916541774e-10       1.996735125038e-12       3.980455061153e-12       0.000000000000e+00 
  583       3.195109823995e-10       2.033143964847e-12       4.030026128789e-12       0.000000000000e+00 
  584       3.184184239271e-10       2.069941475149e-12       4.075123657047e-12       0.000000000000e+00 
  585       3.173145090020e-10       2.107114913211e-12       4.115743595038e-12       0.000000000000e+00 
  586       3.161997755170e-10       2.144651336567e-12       4.151882327641e-12       0.000000000000e+00 
  587       3.150747690485e-10       2.182537602137e-12       4.183536678075e-12       0.000000000000e+00 
  588       3.139400428885e-10       2.220760365354e-12       4.210703910471e-12       0.000000000000e+00 
  589       3.127961580777e-10       2.259306079279e-12       4.233381732438e-12       0.000000000000e+00 
  590       3.116436834373e-10       2.298160993728e-12       4.251568297635e-12       0.000000000000e+00 
  591       3.104831956021e-10       2.337311154392e-12       4.265262208343e-12       0.000000000000e+00 
  592       3.093152790523e-10       2.376742401960e-12       4.274462518029e-12       0.000000000000e+00 
  593       3.081405261466e-10       2.416440371237e-12       4.279168733921e-12       0.000000000000e+00 
  594       3.069595371543e-10       2.456390490271e-12       4.279380819577e-12       0.000000000000e+00 
  595       3.057729202877e-10       2.496577979471e-12       4.275099197452e-12       0.000000000000e+00 
  596       3.045812917348e-10       2.536987850730e-12       4.266324751471e-12       0.000000000000e+00 
  597       3.033852756917e-10       2.577604906548e-12       4.253058829600e-12       0.000000000000e+00 
  598       3.021855043949e-10       2.618413739151e-12       4.235303246409e-12       0.000000000000e+00 
  599       3.009826181539e-10       2.659398729616e-12       4.213060285650e-12       0.000000000000e+00 
  600       2.997772653837e-10       2.700544046991e-12       4.186332702822e-12       0.000000000000e+00 
  601       2.985701026371e-10       2.741833647415e-12       4.155123727744e-12       0.000000000000e+00 
  602       2.973617946374e-10       2.783251273245e-12       4.119437067120e-12       0.000000000000e+00 
  603       2.961530143106e-10       2.824780452173e-12       4.079276907115e-12       0.000000000000e+00 
  604       2.949444428180e-10       2.866404496349e-12       4.034647915920e-12       0.000000000000e+00 
  605       2.937367695886e-10       2.908106501503e-12       3.985555246324e-12       0.000000000000e+00 
  606       2.925306923519e-10       2.949869346068e-12       3.932004538284e-12       0.000000000000e+00 
  607       2.913269171696e-10       2.991675690302e-12       3.874001921495e-12       0.000000000000e+00 
  608       2.901261584688e-10       3.033507975405e-12       3.811554017957e-12       0.000000000000e+00 
  609       2.889291390742e-10       3.075348422648e-12       3.744667944550e-12       0.000000000000e+00 
  610       2.877365902406e-10       3.117179032488e-12       3.673351315599e-12       0.000000000000e+00 
  611       2.865492516850e-10       3.158981583696e-12       3.597612245446e-12       0.000000000000e+00 
  612       2.853678716197e-10       3.200737632474e-12       3.517459351021e-12       0.000000000000e+00 
  613       2.841932067843e-10       3.242428511579e-12       3.432901754410e-12       0.000000000000e+00 
  614       2.830260224784e-10       3.284035329443e-12       3.343949085425e-12       0.000000000000e+00 
  615       2.818670925937e-10       3.325538969299e-12       3.250611484174e-12       0.000000000000e+00 
  616       2.807171996470e-10       3.366920088297e-12       3.152899603633e-12       0.000000000000e+00 
  617       2.795771348122e-10       3.408159116631e-12       3.050824612212e-12       0.000000000000e+00 
  618       2.784476979531e-10       3.449236256657e-12       2.944398196329e-12       0.000000000000e+00 
  619       2.773296976555e-10       3.490131482017e-12       2.833632562975e-12       0.000000000000e+00 
  620       2.762239512600e-10       3.530824536759e-12       2.718540442289e-12       0.000000000000e+00 
  621       2.751312848944e-10       3.571294934462e-12       2.599135090124e-12       0.000000000000e+00 
  622       2.740524484994e-10       3.611523522449e-12       2.475437825672e-12       0.000000000000e+00 
  623       2.729878586549e-10       3.651497216448e-12       2.347500833014e-12       0.000000000000e+00 
  624       2.719378497940e-10       3.691204375112e-12       2.215384898784e-12       0.000000000000e+00 
  625       2.709027586696e-10       3.730633244563e-12       2.079151930362e-12       0.000000000000e+00 
  626       2.698829243610e-10       3.769771958007e-12       1.938864960774e-12       0.000000000000e+00 
  627       2.688786882798e-10       3.808608535334e-12       1.794588153600e-12       0.000000000000e+00 
  628       2.678903941762e-10       3.847130882727e-12       1.646386807872e-12       0.000000000000e+00 
  629       2.669183881452e-10       3.885326792270e-12       1.494327362982e-12       0.000000000000e+00 
  630       2.659630186323e-10       3.923183941551e-12       1.338477403583e-12       0.000000000000e+00 
  631       2.650246364403e-10       3.960689893271e-12       1.178905664490e-12       0.000000000000e+00 
  632       2.641035947349e-10       3.997832094850e-12       1.015682035587e-12       0.000000000000e+00 
  633       2.632002490510e-10       4.034597878034e-12       8.488775667314e-13       0.000000000000e+00 
  634       2.623149572989e-10       4.070974458499e-12       6.785644726510e-13       0.000000000000e+00 
  635       2.614480797705e-10       4.106948935460e-12       5.048161378531e-13       0.000000000000e+00 
  636       2.605999791452e-10       4.142508291277e-12       3.277071215251e-13       0.000000000000e+00 
  637       2.597710204962e-10       4.177639391060e-12       1.473131624385e-13       0.000000000000e+00 
  638       2.589615712967e-10       4.212328982277e-12      -3.628881614784e-14       0.000000000000e+00 
  639       2.581720014258e-10       4.246563694361e-12      -2.230207015848e-13       0.000000000000e+00 
  640       2.574026831749e-10       4.280330038315e-12      -4.128031869293e-13       0.000000000000e+00 
  641       2.566539912537e-10       4.313614406317e-12      -6.055557660415e-13       0.000000000000e+00 
  642       2.559263027963e-10       4.346403071330e-12      -8.011967286810e-13       0.000000000000e+00 
  643       2.552199973674e-10       4.378682186708e-12      -9.996431556040e-13       0.000000000000e+00 
  644       2.545354569686e-10       4.410437785799e-12      -1.200810913660e-12       0.000000000000e+00 
  645       2.538730660442e-10       4.441655781555e-12      -1.404614650888e-12       0.000000000000e+00 
  646       2.532332114874e-10       4.472321966137e-12      -1.610967791614e-12       0.000000000000e+00 
  647       2.526162826469e-10       4.502422010521e-12      -1.819782531548e-12       0.000000000000e+00 
  648       2.520226713324e-10       4.531941464107e-12      -2.030969832879e-12       0.000000000000e+00 
  649       2.514527718210e-10       4.560865754321e-12      -2.244439419374e-12       0.000000000000e+00 
  650       2.509069808636e-10       4.589180186225e-12      -2.460099771472e-12       0.000000000000e+00 
  651       2.503856976905e-10       4.616869942125e-12      -2.677858121385e-12       0.000000000000e+00 
  652       2.498893240180e-10       4.643920081171e-12      -2.897620448189e-12       0.000000000000e+00 
  653       2.494182640544e-10       4.670315538969e-12      -3.119291472925e-12       0.000000000000e+00 
  654       2.489729245061e-10       4.696041127188e-12      -3.342774653697e-12       0.000000000000e+00 
  655       2.485537145835e-10       4.721081533161e-12      -3.567972180762e-12       0.000000000000e+00 
  656       2.481610460077e-10       4.745421319496e-12      -3.794784971635e-12       0.000000000000e+00 
  657       2.477953330161e-10       4.769044923682e-12      -4.023112666179e-12       0.000000000000e+00 
  658       2.474569923688e-10       4.791936657695e-12      -4.252853621706e-12       0.000000000000e+00 
  659       2.471464433548e-10       4.814080707603e-12      -4.483904908071e-12       0.000000000000e+00 
  660       2.468641077980e-10       4.835461133173e-12      -4.716162302773e-12       0.000000000000e+00 
  661       2.466103264563e-10       4.856064178799e-12      -4.949523948243e-12       0.000000000000e+00 
  662       2.463851061841e-10       4.875885263010e-12      -5.183901422190e-12       0.000000000000e+00 
  663       2.461883672063e-10       4.894922142312e-12      -5.419208901683e-12       0.000000000000e+00 
  664       2.460200262040e-10       4.913172614066e-12      -5.655359519163e-12       0.000000000000e+00 
  665       2.458799962978e-10       4.930634516728e-12      -5.892265358543e-12       0.000000000000e+00 
  666       2.457681870303e-10       4.947305730089e-12      -6.129837451314e-12       0.000000000000e+00 
  667       2.456845043503e-10       4.963184175516e-12      -6.367985772640e-12       0.000000000000e+00 
  668       2.456288505954e-10       4.978267816190e-12      -6.606619237463e-12       0.000000000000e+00 
  669       2.456011244750e-10       4.992554657349e-12      -6.845645696604e-12       0.000000000000e+00 
  670       2.456012210543e-10       5.006042746528e-12      -7.084971932861e-12       0.000000000000e+00 
  671       2.456290317367e-10       5.018730173797e-12      -7.324503657114e-12       0.000000000000e+00 
  672       2.456844442475e-10       5.030615072005e-12      -7.564145504423e-12       0.000000000000e+00 
  673       2.457673426170e-10       5.041695617016e-12      -7.803801030129e-12       0.000000000000e+00 
  674       2.458776071635e-10       5.051970027953e-12      -8.043372705959e-12       0.000000000000e+00 
  675       2.460151144770e-10       5.061436567436e-12      -8.282761916121e-12       0.000000000000e+00 
  676       2.461797374017e-10       5.070093541824e-12      -8.521868953411e-12       0.000000000000e+00 
  677       2.463713450198e-10       5.077939301453e-12      -8.760593015310e-12       0.000000000000e+00 
  678       2.465898026345e-10       5.084972240879e-12      -8.998832200085e-12       0.000000000000e+00 
  679       2.468349717533e-10       5.091190799117e-12      -9.236483502894e-12       0.000000000000e+00 
  680       2.471067100710e-10       5.096593459880e-12      -9.473442811882e-12       0.000000000000e+00 
  681       2.474048714530e-10       5.101178751822e-12      -9.709604904285e-12       0.000000000000e+00 
  682       2.477293059187e-10       5.104945248776e-12      -9.944863442532e-12       0.000000000000e+00 
  683       2.480798596244e-10       5.107891569996e-12      -1.017911097034e-11       0.000000000000e+00 
  684       2.484563748468e-10       5.110016380397e-12      -1.041223890883e-11       0.000000000000e+00 
  685       2.488586899660e-10       5.111318390792e-12      -1.064413755261e-11       0.000000000000e+00 
  686       2.492866394488e-10       5.111796358139e-12      -1.087469606587e-11       0.000000000000e+00 
  687       2.497400538319e-10       5.111449085774e-12      -1.110380247852e-11       0.000000000000e+00 
  688       2.502187597050e-10       5.110275423658e-12      -1.133134368227e-11       0.000000000000e+00 
  689       2.507225796943e-10       5.108274268612e-12      -1.155720542670e-11       0.000000000000e+00 
  690       2.512513324454e-10       5.105444564559e-12      -1.178127231541e-11       0.000000000000e+00 
  691       2.518048326066e-10       5.101785302765e-12      -1.200342780210e-11       0.000000000000e+00 
  692       2.523828908123e-10       5.097295522081e-12      -1.222355418667e-11       0.000000000000e+00 
  693       2.529853136658e-10       5.091974309178e-12      -1.244153261132e-11       0.000000000000e+00 
  694       2.536119037230e-10       5.085820798793e-12      -1.265724305666e-11       0.000000000000e+00 
  695       2.542624594752e-10       5.078834173966e-12      -1.287056433779e-11       0.000000000000e+00 
  696       2.549367753325e-10       5.071013666281e-12      -1.308137410044e-11       0.000000000000e+00 
  697       2.556346416071e-10       5.062358556106e-12      -1.328954881703e-11       0.000000000000e+00 
  698       2.563558444963e-10       5.052868172836e-12      -1.349496378280e-11       0.000000000000e+00 
  699       2.571001660658e-10       5.042541895127e-12      -1.369749311187e-11       0.000000000000e+00 
  700       2.578673522298e-10       5.031380760598e-12      -1.389702209218e-11       0.000000000000e+00 
  701       2.586570159937e-10       5.019392331210e-12      -1.409348454038e-11       0.000000000000e+00 
  702       2.594687321625e-10       5.006585929707e-12      -1.428682621727e-11       0.000000000000e+00 
  703       2.603020691372e-10       4.992971039972e-12      -1.447699253869e-11       0.000000000000e+00 
  704       2.611565888898e-10       4.978557307663e-12      -1.466392857460e-11       0.000000000000e+00 
  705       2.620318469389e-10       4.963354540844e-12      -1.484757904818e-11       0.000000000000e+00 
  706       2.629273923251e-10       4.947372710622e-12      -1.502788833504e-11       0.000000000000e+00 
  707       2.638427675862e-10       4.930621951778e-12      -1.520480046223e-11       0.000000000000e+00 
  708       2.647775087329e-10       4.913112563402e-12      -1.537825910746e-11       0.000000000000e+00 
  709       2.657311452238e-10       4.894855009530e-12      -1.554820759816e-11       0.000000000000e+00 
  710       2.667031999410e-10       4.875859919771e-12      -1.571458891064e-11       0.000000000000e+00 
  711       2.676931891654e-10       4.856138089948e-12      -1.587734566919e-11       0.000000000000e+00 
  712       2.687006225524e-10       4.835700482728e-12      -1.603642014523e-11       0.000000000000e+00 
  713       2.697250031067e-10       4.814558228257e-12      -1.619175425640e-11       0.000000000000e+00 
  714       2.707658271582e-10       4.792722624791e-12      -1.634328956571e-11       0.000000000000e+00 
  715       2.718225843371e-10       4.770205139337e-12      -1.649096728065e-11       0.000000000000e+00 
  716       2.728947575494e-10       4.747017408278e-12      -1.663472825233e-11       0.000000000000e+00 
  717       2.739818229521e-10       4.723171238015e-12      -1.677451297456e-11       0.000000000000e+00 
  718       2.750832499290e-10       4.698678605595e-12      -1.691026158303e-11       0.000000000000e+00 
  719       2.761985010656e-10       4.673551659347e-12      -1.704191385440e-11       0.000000000000e+00 
  720       2.773270321248e-10       4.647802719517e-12      -1.716940920544e-11       0.000000000000e+00 
  721       2.784682920222e-10       4.621444278900e-12      -1.729268669213e-11       0.000000000000e+00 
  722       2.796217228013e-10       4.594489003476e-12      -1.741168500880e-11       0.000000000000e+00 
  723       2.807867596093e-10       4.566949733041e-12      -1.752634248725e-11       0.000000000000e+00 
  724       2.819628306721e-10       4.538839481843e-12      -1.763659709588e-11       0.000000000000e+00 
  725       2.831493572696e-10       4.510171439217e-12      -1.774238643881e-11       0.000000000000e+00 
  726       2.843457537117e-10       4.480958970215e-12      -1.784364775499e-11       0.000000000000e+00 
  727       2.855514273130e-10       4.451215616243e-12      -1.794031791734e-11       0.000000000000e+00 
  728       2.867657783686e-10       4.420955095696e-12      -1.803233343187e-11       0.000000000000e+00 
  729       2.879882001293e-10       4.390191304587e-12      -1.811963043679e-11       0.000000000000e+00 
  730       2.892180787769e-10       4.358938317185e-12      -1.820214470167e-11       0.000000000000e+00 
  731       2.904547933999e-10       4.327210386649e-12      -1.827981162650e-11       0.000000000000e+00 
  732       2.916977159686e-10       4.295021945659e-12      -1.835256624088e-11       0.000000000000e+00 
  733       2.929462113106e-10       4.262387607053e-12      -1.842034320310e-11       0.000000000000e+00 
  734       2.941996370862e-10       4.229322164457e-12      -1.848307679929e-11       0.000000000000e+00 
  735       2.954573437637e-10       4.195840592926e-12      -1.854070094252e-11       0.000000000000e+00 
  736       2.967186745948e-10       4.161958049567e-12      -1.859314917193e-11       0.000000000000e+00 
  737       2.979829655899e-10       4.127689874185e-12      -1.864035465189e-11       0.000000000000e+00 
  738       2.992495454939e-10       4.093051589907e-12      -1.868225017104e-11       0.000000000000e+00 
  739       3.005177700814e-10       4.058058760676e-12      -1.871878150799e-11       0.000000000000e+00 
  740       3.017871258359e-10       4.022726559346e-12      -1.874994781928e-11       0.000000000000e+00 
  741       3.030571282686e-10       3.987070192318e-12      -1.877576204676e-11       0.000000000000e+00 
  742       3.043272877660e-10       3.951105042510e-12      -1.879623762540e-11       0.000000000000e+00 
  743       3.055971095732e-10       3.914846669965e-12      -1.881138848536e-11       0.000000000000e+00 
  744       3.068660937763e-10       3.878310812448e-12      -1.882122905399e-11       0.000000000000e+00 
  745       3.081337352858e-10       3.841513386055e-12      -1.882577425794e-11       0.000000000000e+00 
  746       3.093995238191e-10       3.804470485808e-12      -1.882503952519e-11       0.000000000000e+00 
  747       3.106629438839e-10       3.767198386264e-12      -1.881904078710e-11       0.000000000000e+00 
  748       3.119234747607e-10       3.729713542115e-12      -1.880779448049e-11       0.000000000000e+00 
  749       3.131805904858e-10       3.692032588788e-12      -1.879131754969e-11       0.000000000000e+00 
  750       3.144337598345e-10       3.654172343052e-12      -1.876962744858e-11       0.000000000000e+00 
  751       3.156824463034e-10       3.616149803617e-12      -1.874274214267e-11       0.000000000000e+00 
  752       3.169261080941e-10       3.577982151739e-12      -1.871068011112e-11       0.000000000000e+00 
  753       3.181641980955e-10       3.539686751818e-12      -1.867346034885e-11       0.000000000000e+00 
  754       3.193961638669e-10       3.501281152009e-12      -1.863110236854e-11       0.000000000000e+00 
  755       3.206214476211e-10       3.462783084814e-12      -1.858362620274e-11       0.000000000000e+00 
  756       3.218394862070e-10       3.424210467693e-12      -1.853105240587e-11       0.000000000000e+00 
  757       3.230497110928e-10       3.385581403661e-12      -1.847340205634e-11       0.000000000000e+00 
  758       3.242515483487e-10       3.346914181895e-12      -1.841069675853e-11       0.000000000000e+00 
  759       3.254444186298e-10       3.308227278332e-12      -1.834295864494e-11       0.000000000000e+00 
  760       3.266277371593e-10       3.269539356274e-12      -1.827021037815e-11       0.000000000000e+00 
  761       3.278009137112e-10       3.230869266991e-12      -1.819247515294e-11       0.000000000000e+00 
  762       3.289633525932e-10       3.192236050321e-12      -1.810977669834e-11       0.000000000000e+00 
  763       3.301144526295e-10       3.153658935276e-12      -1.802213927966e-11       0.000000000000e+00 
  764       3.312536071442e-10       3.115157340642e-12      -1.792958770056e-11       0.000000000000e+00 
  765       3.323802039435e-10       3.076750875580e-12      -1.783214730511e-11       0.000000000000e+00 
  766       3.334936252993e-10       3.038459340232e-12      -1.772984397985e-11       0.000000000000e+00 
  767       3.345932479317e-10       3.000302726323e-12      -1.762270415584e-11       0.000000000000e+00 
  768       3.356784429921e-10       2.962301217760e-12      -1.751075481071e-11       0.000000000000e+00 
  769       3.367485760457e-10       2.924475191240e-12      -1.739402347072e-11       0.000000000000e+00 
  770       3.378030070552e-10       2.886845216846e-12      -1.727253821284e-11       0.000000000000e+00 
  771       3.388410903631e-10       2.849432058655e-12      -1.714632766675e-11       0.000000000000e+00 
  772       3.398621746747e-10       2.812256675338e-12      -1.701542101698e-11       0.000000000000e+00 
  773       3.408656030411e-10       2.775340220762e-12      -1.687984800488e-11       0.000000000000e+00 
  774       3.418507128422e-10       2.738704044596e-12      -1.673963893073e-11       0.000000000000e+00 
  775       3.428168357695e-10       2.702369692906e-12      -1.659482465578e-11       0.000000000000e+00 
